0.36	1.97004e-32
0.37	2.30279e-33
0.38	6.88419e-34
0.39	2.97865e-34
0.4	1.57336e-34
0.41	9.41853e-35
0.42	6.14399e-35
0.43	4.26723e-35
0.44	3.10886e-35
0.45	2.35191e-35
0.46	1.83433e-35
0.47	1.46715e-35
0.48	1.19856e-35
0.49	9.96963e-36
0.5	8.4228e-36
0.51	7.21312e-36
0.52	6.25126e-36
0.53	5.47519e-36
0.54	4.84083e-36
0.55	4.31628e-36
0.56	3.87799e-36
0.57	3.50832e-36
0.58	3.19386e-36
0.59	2.92429e-36
0.6	2.69156e-36
0.61	2.48931e-36
0.62	2.3125e-36
0.63	2.15709e-36
0.64	2.01986e-36
0.65	1.89817e-36
0.66	1.78981e-36
0.67	1.69294e-36
0.68	1.60605e-36
0.69	1.52782e-36
0.7	1.45718e-36
0.71	1.39318e-36
0.72	1.33503e-36
0.73	1.28206e-36
0.74	1.23369e-36
0.75	1.1894e-36
0.76	1.14876e-36
0.77	1.11139e-36
0.78	1.07696e-36
0.79	1.04518e-36
0.8	1.01579e-36
0.81	9.88565e-37
0.82	9.63308e-37
0.83	9.3984e-37
0.84	9.18006e-37
0.85	8.97664e-37
0.86	8.7869e-37
0.87	8.60972e-37
0.88	8.44407e-37
0.89	8.28907e-37
0.9	8.14388e-37
0.91	8.00777e-37
0.92	7.88007e-37
0.93	7.76017e-37
0.94	7.64751e-37
0.95	7.54159e-37
0.96	7.44196e-37
0.97	7.34818e-37
0.98	7.25988e-37
0.99	7.1767e-37
1	7.09832e-37
1.1	6.52267e-37
1.2	6.20401e-37
1.3	5.04886e-37
1.4	2.58696e-37
1.5	1.16384e-37
1.6	5.79225e-38
1.7	2.46572e-38
1.8	9.70959e-39
1.9	4.35071e-39
2	2.28892e-39
2.1	1.36814e-39
2.2	8.97883e-40
2.3	6.32155e-40
2.4	4.70054e-40
2.5	3.65105e-40
2.6	2.93854e-40
2.7	2.43575e-40
2.8	2.0694e-40
2.9	1.79522e-40
3	1.58529e-40
3.1	1.42143e-40
3.2	1.29139e-40
3.3	1.1867e-40
3.4	1.10139e-40
3.5	1.03113e-40
3.6	9.72733e-41
3.7	9.23823e-41
3.8	8.82586e-41
3.9	8.47627e-41
4	8.17854e-41
4.1	7.92407e-41
4.2	7.70599e-41
4.3	7.51876e-41
4.4	7.35787e-41
4.5	7.21962e-41
4.6	7.10096e-41
4.7	6.99935e-41
4.8	6.91266e-41
4.9	6.83909e-41
5	6.77712e-41
5.1	6.72544e-41
5.2	6.68294e-41
5.3	6.64864e-41
5.4	6.62172e-41
5.5	6.60143e-41
5.6	6.58714e-41
5.7	6.57829e-41
5.8	6.57438e-41
5.9	6.57498e-41
6	6.57969e-41
6.1	6.58817e-41
6.2	6.60011e-41
6.3	6.61525e-41
6.4	6.63332e-41
6.5	6.65412e-41
6.6	6.67743e-41
6.7	6.70308e-41
6.8	6.7309e-41
6.9	6.76074e-41
7	6.79247e-41
7.1	6.82596e-41
7.2	6.8611e-41
7.3	6.89778e-41
7.4	6.93592e-41
7.5	6.97542e-41
7.6	7.0162e-41
7.7	7.05819e-41
7.8	7.10131e-41
7.9	7.14551e-41
8	7.19073e-41
8.1	7.23691e-41
8.2	7.284e-41
8.3	7.33195e-41
8.4	7.38072e-41
8.5	7.43027e-41
8.6	7.48056e-41
8.7	7.53156e-41
8.8	7.58322e-41
8.9	7.63553e-41
9	7.68844e-41
9.1	7.74194e-41
9.2	7.796e-41
9.3	7.85058e-41
9.4	7.90568e-41
9.5	7.96126e-41
9.6	8.01731e-41
9.7	8.07381e-41
9.8	8.13074e-41
9.9	8.18808e-41
10	8.24581e-41
10.1	8.30393e-41
11.1	8.90312e-41
12.1	9.52804e-41
13.1	1.01715e-40
14.1	1.08289e-40
15.1	1.14969e-40
16.1	1.21734e-40
17.1	1.28565e-40
18.1	1.35451e-40
19.1	1.42382e-40
20.1	1.49351e-40
21.1	1.56352e-40
22.1	1.6338e-40
23.1	1.70431e-40
24.1	1.77503e-40
25.1	1.84593e-40
26.1	1.91698e-40
27.1	1.98817e-40
28.1	2.05948e-40
29.1	2.1309e-40
30.1	2.20241e-40
31.1	2.27402e-40
32.1	2.3457e-40
33.1	2.41746e-40
34.1	2.48928e-40
35.1	2.56116e-40
36.1	2.63309e-40
37.1	2.70507e-40
38.1	2.7771e-40
39.1	2.84917e-40
40.1	2.92128e-40
41.1	2.99343e-40
42.1	3.06561e-40
43.1	3.13782e-40
44.1	3.21006e-40
45.1	3.28233e-40
46.1	3.35462e-40
47.1	3.42693e-40
48.1	3.49927e-40
49.1	3.57163e-40
